,,1,2,3,4,5,6,7,
-,FIZZ,FIZZ US Equity,NATL BEVERAGE,"2,934,617,088","1,000,394,000",17.65,Consumer Staples,"Food, Beverage & Tobacco",
FL,FL,FL US Equity,FOOT LOCKER INC,"3,142,652,928","7,102,999,936",-8.93,Consumer Discretionary,Retailing,
-,FLIR,FLIR US Equity,FLIR SYSTEMS,"4,792,507,904","1,893,230,016",20.71,Information Technology,Technology Hardware & Equipment,
-,HVT,HVT US Equity,HAVERTY FURNITUR,"347,550,560","712,556,992",1.16,Consumer Discretionary,Retailing,
-,AMOT,AMOT US Equity,ALLIED MOTION TE,"437,617,056","363,601,000",5.83,Industrials,Capital Goods,
-,FLO,FLO US Equity,FLOWERS FOODS,"5,207,544,320","4,259,624,960",7.72,Consumer Staples,"Food, Beverage & Tobacco",
-,GRC,GRC US Equity,GORMAN-RUPP CO,"909,654,400","370,475,000",10.48,Industrials,Capital Goods,
-,FLOW,FLOW US Equity,SPX FLOW INC,"1,932,950,016","1,345,400,000",4.61,Industrials,Capital Goods,
-,GLT,GLT US Equity,GLATFELTER,"741,830,208","911,230,016",4.21,Materials,Materials,
-,FLR,FLR US Equity,FLUOR CORP,"1,687,699,712","17,025,829,888",-7.02,Industrials,Capital Goods,
-,GIII,GIII US Equity,G III APPAREL,"577,595,072","2,932,042,944",-10.68,Consumer Discretionary,Consumer Durables & Apparel,
-,GHM,GHM US Equity,GRAHAM CORP,"141,372,576","86,721,000",-13.97,Industrials,Capital Goods,
-,GENC,GENC US Equity,GENCOR INDS INC,"199,520,608","81,447,000",8.78,Industrials,Capital Goods,
-,FLS,FLS US Equity,FLOWSERVE CORP,"4,209,365,248","3,884,137,024",4.30,Industrials,Capital Goods,
-,GVA,GVA US Equity,GRANITE CONSTR,"915,194,880","3,389,775,936",2.06,Industrials,Capital Goods,
-,FLT,FLT US Equity,FLEETCOR TECHNOL,"19,379,855,360","2,566,168,000",40.52,Information Technology,Software & Services,
-,FSTR,FSTR US Equity,FOSTER (LB) CO-A,"165,259,344","578,196,008",4.15,Industrials,Capital Goods,
-,FOSL,FOSL US Equity,FOSSIL GROUP INC,"237,970,768","1,900,806,016",-14.21,Consumer Discretionary,Consumer Durables & Apparel,
-,FONR,FONR US Equity,FONAR CORP,"180,110,320","87,367,888",12.06,Health Care,Health Care Equipment & Services,
-,FLWS,FLWS US Equity,1-800-FLOWERS-A,"1,869,984,768","1,331,078,992",-3.91,Consumer Discretionary,Retailing,
-,FMC,FMC US Equity,FMC CORP,"14,182,333,440","4,616,899,968",23.19,Materials,Materials,
-,FN,FN US Equity,FABRINET,"2,742,399,232","1,641,849,984",6.62,Information Technology,Technology Hardware & Equipment,
-,WETF,WETF US Equity,WISDOMTREE INVES,"614,490,560","258,625,000",20.30,Financials,Diversified Financials,
-,FND,FND US Equity,FLOOR & DECOR-A,"6,917,333,504","2,065,384,000",4.56,Consumer Discretionary,Retailing,
-,FARM,FARM US Equity,FARMER BROS CO,"108,694,968","562,287,000",-34.98,Consumer Staples,"Food, Beverage & Tobacco",
-,FNF,FNF US Equity,FIDELITY NATIONA,"9,882,009,600","8,634,999,808",17.44,Financials,Insurance,
-,EXPO,EXPO US Equity,EXPONENT INC,"4,297,564,160","409,660,000",9.91,Industrials,Commercial & Professional Services,
-,EZPW,EZPW US Equity,EZCORP INC-A,"318,291,648","870,290,016",-2.03,Financials,Diversified Financials,
-,FOCS,FOCS US Equity,FOCUS FINANCIA-A,"2,702,637,312","1,307,035,008",4.45,Financials,Diversified Financials,
-,ESCA,ESCA US Equity,ESCALADE INC,"263,256,576","213,613,000",13.02,Consumer Discretionary,Consumer Durables & Apparel,
-,FOE,FOE US Equity,FERRO CORP,"1,120,256,128","1,068,711,984",2.24,Materials,Materials,
-,FCEL,FCEL US Equity,FUELCELL ENERGY,"603,603,328","68,897,000",-43.13,Industrials,Capital Goods,
-,OSUR,OSUR US Equity,ORASURE TECH,"986,790,912","146,512,000",-25.47,Health Care,Health Care Equipment & Services,
-,ENZ,ENZ US Equity,ENZO BIOCHEM INC,"117,811,576","77,415,000",-57.53,Health Care,Health Care Equipment & Services,
-,EML,EML US Equity,EASTERN CO,"125,687,536","243,578,564",-4.59,Industrials,Capital Goods,
-,FORM,FORM US Equity,FORMFACTOR INC,"2,255,508,480","637,809,984",14.25,Information Technology,Semiconductors & Semiconductor Equipment,
-,FOX,FOX US Equity,FOX CORP - B,"15,146,188,800","12,302,999,808",8.31,Communication Services,Media & Entertainment,
-,FOXA,FOXA US Equity,FOX CORP - A,"15,146,188,800","12,302,999,808",8.31,Communication Services,Media & Entertainment,
-,FOXF,FOXF US Equity,FOX FACTORY HOLD,"4,564,774,912","764,660,976",10.57,Consumer Discretionary,Automobiles & Components,
-,FRTA,FRTA US Equity,FORTERRA INC,"1,011,773,632","1,584,736,992",11.97,Materials,Materials,
-,FSLR,FSLR US Equity,FIRST SOLAR INC,"7,791,605,248","3,120,718,048",7.92,Information Technology,Semiconductors & Semiconductor Equipment,
-,ELA,ELA US Equity,ENVELA CORP,"117,121,056","91,442,280",3.28,Consumer Discretionary,Retailing,
-,EBIX,EBIX US Equity,EBIX INC,"780,860,224","542,604,000",28.61,Information Technology,Software & Services,
-,DJCO,DJCO US Equity,DAILY JOURNAL,"394,893,344","49,904,000",-8.89,Communication Services,Media & Entertainment,
-,FSS,FSS US Equity,FED SIGNAL CORP,"2,001,224,832","1,179,400,000",11.59,Industrials,Capital Goods,
-,FTDR,FTDR US Equity,FRONTDOOR IN,"3,757,128,448","1,418,000,000",19.66,Consumer Discretionary,Consumer Services,
-,DGII,DGII US Equity,DIGI INTL INC,"399,533,568","271,062,000",4.06,Information Technology,Technology Hardware & Equipment,
-,DGICA,DGICA US Equity,DONEGAL GRP-CL A,"422,380,096","782,760,112",14.29,Financials,Insurance,
-,DCO,DCO US Equity,DUCOMMUN INC,"490,706,272","688,810,992",6.81,Industrials,Capital Goods,
-,LSCC,LSCC US Equity,LATTICE SEMICOND,"4,044,393,472","401,611,000",12.41,Information Technology,Semiconductors & Semiconductor Equipment,
FTNT,FTNT,FTNT US Equity,FORTINET INC,"20,504,061,952","2,354,300,032",18.96,Information Technology,Software & Services,
-,CSBR,CSBR US Equity,CHAMPIONS ONCOLO,"119,758,512","32,124,000",-21.84,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,FTV,FTV US Equity,FORTIVE CORP,"25,260,138,496","7,147,100,032",12.16,Industrials,Capital Goods,
-,FUL,FUL US Equity,HB FULLER CO,"2,557,719,040","2,785,647,936",8.44,Materials,Materials,
-,FWONA,FWONA US Equity,LIBERTY MEDIA-A,"8,694,093,824","1,219,000,000",-566.67,Communication Services,Media & Entertainment,
-,FWONK,FWONK US Equity,LIBERTY MEDIA-C,"8,694,093,824","1,219,000,000",-566.67,Communication Services,Media & Entertainment,
-,POWI,POWI US Equity,POWER INTEGRATIO,"3,554,181,120","445,112,000",12.10,Information Technology,Semiconductors & Semiconductor Equipment,
-,FWRD,FWRD US Equity,FORWARD AIR CORP,"1,655,059,968","1,367,354,016",4.94,Industrials,Transportation,
-,G,G US Equity,GENPACT LTD,"8,018,123,264","3,652,824,000",10.04,Information Technology,Software & Services,
-,CMTL,CMTL US Equity,COMTECH TELECOMM,"441,217,824","643,414,000",-2.32,Information Technology,Technology Hardware & Equipment,
-,BLFS,BLFS US Equity,BIOLIFE SOLUTION,"586,588,992","36,981,000",0.44,Health Care,Health Care Equipment & Services,
-,GATX,GATX US Equity,GATX CORP,"2,331,000,064","1,326,800,000",22.73,Industrials,Capital Goods,
-,PICO,PICO US Equity,PICO HOLDINGS,"170,593,344","18,689,000",48.48,Industrials,Commercial & Professional Services,
-,CIA,CIA US Equity,CITIZENS INC,"317,210,624","245,336,000",-4.01,Financials,Insurance,
-,GCP,GCP US Equity,GCP APPLIED TECH,"1,994,396,032","937,300,000",3.58,Materials,Materials,
-,ABEO,ABEO US Equity,ABEONA THERAPEUT,"246,703,232",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,GD,GD US Equity,GENERAL DYNAMICS,"44,879,101,952","38,547,000,320",9.08,Industrials,Capital Goods,
-,GDDY,GDDY US Equity,GODADDY INC-A,"13,265,800,192","3,139,299,968",2.84,Information Technology,Software & Services,
-,GDOT,GDOT US Equity,GREEN DOT CORP-A,"2,728,915,968","1,168,164,000",1.70,Financials,Diversified Financials,
-,CVM,CVM US Equity,CEL-SCI CORP,"480,483,616","606,739",-3527.47,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,GE,GE US Equity,GENERAL ELECTRIC,"58,822,103,040","87,870,998,528",-22.97,Industrials,Capital Goods,
-,RDNT,RDNT US Equity,RADNET INC,"918,546,496","1,065,662,992",0.09,Health Care,Health Care Equipment & Services,
-,GEF,GEF US Equity,GREIF INC-CL A,"2,073,534,592","4,755,400,064",6.22,Materials,Materials,
-,CAMP,CAMP US Equity,CALAMP CORP,"310,311,744","357,252,000",-12.36,Information Technology,Technology Hardware & Equipment,
-,CMCL,CMCL US Equity,CALEDONIA MINING,"247,237,648","89,901,000",44.50,Materials,Materials,
-,GEF/B,GEF/B US Equity,GREIF INC-CL B,"2,073,534,592","4,755,400,064",6.22,Materials,Materials,
-,CATO,CATO US Equity,CATO CORP-A,"191,164,896","695,715,008",-39.10,Consumer Discretionary,Retailing,
-,GFF,GFF US Equity,GRIFFON CORP,"1,051,044,032","2,321,012,992",8.15,Industrials,Capital Goods,
-,GGG,GGG US Equity,GRACO INC,"9,615,868,928","1,553,306,016",12.20,Industrials,Capital Goods,
-,PTVCB,PTVCB US Equity,PROTECTIVE INS-B,"218,151,104","451,677,000",12.18,Financials,Insurance,
-,BSTC,BSTC US Equity,BIOSPECIFICS TEC,"474,484,096","34,777,697",-6.43,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,GHC,GHC US Equity,GRAHAM HOLDING-B,"2,126,879,232","2,887,425,984",0.90,Consumer Discretionary,Consumer Services,
-,BRID,BRID US Equity,BRIDGFORD FOODS,"154,941,520","191,942,000",-1.55,Consumer Staples,"Food, Beverage & Tobacco",
-,GILD,GILD US Equity,GILEAD SCIENCES,"86,306,381,824","22,174,000,128",-58.00,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BLX,BLX US Equity,BANCO LATINOAM-E,"470,871,072","275,164,000",63.65,Financials,Diversified Financials,
-,BMI,BMI US Equity,BADGER METER INC,"1,972,713,216","415,829,000",13.90,Information Technology,Technology Hardware & Equipment,
GIS,GIS,GIS US Equity,GENERAL MILLS IN,"38,524,485,632","17,626,600,192",16.51,Consumer Staples,"Food, Beverage & Tobacco",
-,GL,GL US Equity,GLOBE LIFE INC,"9,111,095,296","4,591,792,896",19.90,Financials,Insurance,
-,GLIBA,GLIBA US Equity,GCI LIBERTY - A,"8,538,036,224","920,050,016",1.18,Communication Services,Telecommunication Services,
-,BKE,BKE US Equity,THE BUCKLE INC,"868,101,760","814,353,992",-14.02,Consumer Discretionary,Retailing,
-,GLOB,GLOB US Equity,GLOBANT SA,"6,896,870,912","704,746,000",9.77,Information Technology,Software & Services,
-,BHE,BHE US Equity,BENCHMARK ELECTR,"783,910,272","2,069,603,008",-0.38,Information Technology,Technology Hardware & Equipment,
-,BELFB,BELFB US Equity,BEL FUSE INC-B,"167,499,840","464,757,000",6.23,Information Technology,Technology Hardware & Equipment,
GLW,GLW,GLW US Equity,CORNING INC,"24,932,937,728","10,703,000,064",-4.02,Information Technology,Technology Hardware & Equipment,
-,AZZ,AZZ US Equity,AZZ INC,"913,159,360","985,986,992",6.71,Industrials,Capital Goods,
-,AMAG,AMAG US Equity,AMAG PHARMACEUTI,"368,241,152","295,256,000",-13.29,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,GM,GM US Equity,GENERAL MOTORS C,"40,113,635,328","115,785,998,336",-7.24,Consumer Discretionary,Automobiles & Components,
-,ATRO,ATRO US Equity,ASTRONICS CORP,"317,292,448","656,708,000",-15.10,Industrials,Capital Goods,
-,ATNI,ATNI US Equity,ATN INTERNATIONA,"949,322,752","447,705,000",6.44,Communication Services,Telecommunication Services,
-,ATRI,ATRI US Equity,ATRION CORP,"1,199,976,064","154,911,000",26.46,Health Care,Health Care Equipment & Services,
-,GNSS,GNSS US Equity,GENASYS INC,"153,386,688","36,775,554",16.21,Information Technology,Technology Hardware & Equipment,
-,GMED,GMED US Equity,GLOBUS MEDICAL I,"5,287,675,904","747,381,008",-17.17,Health Care,Health Care Equipment & Services,
-,GMS,GMS US Equity,GMS INC,"1,132,406,528","3,241,307,008",-4.59,Industrials,Capital Goods,
-,TREC,TREC US Equity,TRECORA RESOURCE,"162,130,272","227,174,000",-0.82,Materials,Materials,
-,GNRC,GNRC US Equity,GENERAC HOLDINGS,"10,755,870,720","2,214,829,952",16.38,Industrials,Capital Goods,
-,HRTX,HRTX US Equity,HERON THERAPEUTI,"1,430,970,240","125,775,000",-245.94,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,APOG,APOG US Equity,APOGEE ENTERPR,"613,056,128","1,321,168,992",2.24,Industrials,Capital Goods,
-,CLFD,CLFD US Equity,CLEARFIELD INC,"254,243,696","89,724,968",13.80,Information Technology,Technology Hardware & Equipment,
-,APYX,APYX US Equity,APYX MEDICAL COR,"178,609,344","25,250,000",-149.93,Health Care,Health Care Equipment & Services,
-,GNTX,GNTX US Equity,GENTEX CORP,"6,827,757,568","1,605,284,336",-2.93,Consumer Discretionary,Automobiles & Components,
-,ZIXI,ZIXI US Equity,ZIX CORP,"349,610,976","203,984,000",0.08,Information Technology,Software & Services,
-,AMSWA,AMSWA US Equity,AMER SOFTWARE-A,"552,164,992","115,466,000",5.43,Information Technology,Software & Services,
-,AMSC,AMSC US Equity,AMER SUPERCONDTR,"279,645,120","71,281,000",-15.17,Industrials,Capital Goods,
-,TVTY,TVTY US Equity,TIVITY HEALTH IN,"849,806,464","1,176,938,992",21.27,Health Care,Health Care Equipment & Services,
-,AVD,AVD US Equity,AMER VANGUARD,"449,367,392","455,923,000",6.46,Materials,Materials,
-,GNW,GNW US Equity,GENWORTH FINANCI,"1,490,967,424","8,032,999,936",8.98,Financials,Insurance,
-,GO,GO US Equity,GROCERY OUTLET,"3,926,015,232","2,871,793,984",4.03,Consumer Staples,Food & Staples Retailing,
-,ALCO,ALCO US Equity,ALICO INC,"242,429,536","102,502,000",14.03,Consumer Staples,"Food, Beverage & Tobacco",
-,GOLF,GOLF US Equity,ACUSHNET HOLDING,"2,650,071,552","1,494,180,000",3.91,Consumer Discretionary,Consumer Durables & Apparel,
-,GOOG,GOOG US Equity,ALPHABET INC-C,"1,024,948,699,136","166,030,000,128",16.67,Communication Services,Media & Entertainment,
-,RAMP,RAMP US Equity,LIVERAMP HOLDING,"3,515,883,008","397,498,000",-26.15,Information Technology,Software & Services,
-,AXDX,AXDX US Equity,ACCELERATE DIAGN,"827,295,040","10,208,000",-740.00,Health Care,Health Care Equipment & Services,
-,GOOGL,GOOGL US Equity,ALPHABET INC-A,"1,024,948,699,136","166,030,000,128",16.67,Communication Services,Media & Entertainment,
-,ARCB,ARCB US Equity,ARCBEST CORP,"829,759,488","2,833,749,952",3.26,Industrials,Transportation,
-,AAON,AAON US Equity,AAON INC,"3,114,273,280","499,153,008",17.67,Industrials,Capital Goods,
-,GPC,GPC US Equity,GENUINE PARTS CO,"13,974,872,064","18,103,970,816",-7.61,Consumer Discretionary,Retailing,
-,GPI,GPI US Equity,GROUP 1 AUTOMOTI,"1,726,198,400","11,051,699,968",3.71,Consumer Discretionary,Retailing,
GPK,GPK,GPK US Equity,GRAPHIC PACKAGIN,"4,110,094,592","6,311,500,160",7.13,Materials,Materials,
GPN,GPN,GPN US Equity,GLOBAL PAYMENTS,"51,769,085,952","6,669,250,944",6.43,Information Technology,Software & Services,
-,QMCO,QMCO US Equity,QUANTUM CORP,"210,314,928","370,624,000",-4.77,Information Technology,Technology Hardware & Equipment,
GPS,GPS,GPS US Equity,GAP INC/THE,"5,658,081,280","14,784,000,000",-59.04,Consumer Discretionary,Retailing,
GRA,GRA,GRA US Equity,WR GRACE & CO,"3,107,555,840","1,815,200,000",0.96,Materials,Materials,
-,GRMN,GRMN US Equity,GARMIN LTD,"19,751,004,160","3,762,590,976",21.66,Consumer Discretionary,Consumer Durables & Apparel,
-,GRUB,GRUB US Equity,GRUBHUB INC,"7,129,377,280","1,485,584,992",-11.02,Consumer Discretionary,Retailing,
-,GS,GS US Equity,GOLDMAN SACHS GP,"76,046,057,472","54,150,999,040",9.71,Financials,Diversified Financials,
-,GT,GT US Equity,GOODYEAR TIRE,"2,292,823,808","12,714,999,808",-35.91,Consumer Discretionary,Automobiles & Components,
-,GTES,GTES US Equity,GATES INDUSTRIAL,"3,599,565,824","2,758,899,904",0.59,Industrials,Capital Goods,
-,GTLS,GTLS US Equity,CHART INDUSTRIES,"2,654,984,704","1,331,700,000",10.76,Industrials,Capital Goods,
-,GTN,GTN US Equity,GRAY TELEVISION,"1,495,806,592","2,081,000,000",14.41,Communication Services,Media & Entertainment,
-,KELYA,KELYA US Equity,KELLY SERVICES-A,"780,743,040","4,841,899,904",1.14,Industrials,Commercial & Professional Services,
-,GWRE,GWRE US Equity,GUIDEWIRE SOFTWA,"8,821,233,664","706,490,992",-15.22,Information Technology,Software & Services,
GWW,GWW,GWW US Equity,WW GRAINGER INC,"19,061,358,592","11,632,000,000",7.23,Industrials,Capital Goods,
H,H,H US Equity,HYATT HOTELS-A,"5,505,830,912","3,733,000,128",-103.20,Consumer Discretionary,Consumer Services,
-,HAE,HAE US Equity,HAEMONETICS CORP,"4,054,408,448","945,604,992",5.99,Health Care,Health Care Equipment & Services,
-,HAIN,HAIN US Equity,HAIN CELESTIAL,"3,418,523,648","2,099,839,008",3.46,Consumer Staples,"Food, Beverage & Tobacco",
-,HAS,HAS US Equity,HASBRO INC,"10,937,153,536","4,969,029,056",0.25,Consumer Discretionary,Consumer Durables & Apparel,
-,HBI,HBI US Equity,HANESBRANDS INC,"5,560,127,488","6,673,213,056",13.89,Consumer Discretionary,Consumer Durables & Apparel,
-,HCA,HCA US Equity,HCA HEALTHCARE I,"44,664,340,480","50,145,999,872",17.84,Health Care,Health Care Equipment & Services,
-,HCSG,HCSG US Equity,HEALTHCARE SERVS,"1,713,961,728","1,803,745,024",5.10,Industrials,Commercial & Professional Services,
HD,HD,HD US Equity,HOME DEPOT INC,"302,845,722,624","112,103,997,440",11.59,Consumer Discretionary,Retailing,
HDS,HDS,HDS US Equity,HD SUPPLY HOLDIN,"6,779,125,760","6,048,000,000",8.67,Industrials,Capital Goods,
-,HEI,HEI US Equity,HEICO CORP,"12,554,079,232","2,048,274,016",23.10,Industrials,Capital Goods,
-,HEI/A,HEI/A US Equity,HEICO CORP-A,"12,554,079,232","2,048,274,016",23.10,Industrials,Capital Goods,
-,HELE,HELE US Equity,HELEN OF TROY,"5,274,768,896","1,751,932,000",13.54,Consumer Discretionary,Consumer Durables & Apparel,
-,HGV,HGV US Equity,HILTON GRAND VAC,"1,911,691,520","1,408,000,000",-34.15,Consumer Discretionary,Consumer Services,
-,HI,HI US Equity,HILLENBRAND INC,"2,536,376,064","2,309,099,968",11.92,Industrials,Capital Goods,
-,HIG,HIG US Equity,HARTFORD FINL SV,"15,330,805,760","20,732,000,256",12.81,Financials,Insurance,
-,HII,HII US Equity,HUNTINGTON INGAL,"6,647,597,056","8,921,000,192",2.81,Industrials,Capital Goods,
-,HL,HL US Equity,HECLA MINING CO,"2,982,296,064","689,756,992",5.94,Materials,Materials,
-,HLF,HLF US Equity,HERBALIFE NUTRIT,"7,106,275,328","5,074,099,968",14.08,Consumer Staples,Household & Personal Products,
-,HLI,HLI US Equity,HOULIHAN LOKEY I,"3,976,269,312","1,120,155,008",20.17,Financials,Diversified Financials,
-,HLIO,HLIO US Equity,HELIOS TECHNOLOG,"1,391,372,288","512,748,992",14.00,Industrials,Capital Goods,
HLT,HLT,HLT US Equity,HILTON WORLDWIDE,"23,818,100,736","7,248,000,000",-53.55,Consumer Discretionary,Consumer Services,
-,WNC,WNC US Equity,WABASH NATIONAL,"692,101,888","1,886,136,032",1.77,Industrials,Capital Goods,
-,HMN,HMN US Equity,HORACE MANN EDUC,"1,661,637,248","1,287,991,968",13.13,Financials,Insurance,
-,HMSY,HMSY US Equity,HMS HOLDINGS COR,"2,671,025,152","624,326,000",3.94,Health Care,Health Care Equipment & Services,
-,HNI,HNI US Equity,HNI CORP,"1,379,270,784","2,127,624,960",3.56,Industrials,Commercial & Professional Services,
-,HOG,HOG US Equity,HARLEY-DAVIDSON,"4,165,097,216","4,508,260,992",-13.42,Consumer Discretionary,Automobiles & Components,
-,HOLX,HOLX US Equity,HOLOGIC INC,"17,608,407,040","3,295,399,936",23.21,Health Care,Health Care Equipment & Services,
-,HOME,HOME US Equity,AT HOME GROUP IN,"1,021,870,592","1,248,617,008",-195.98,Consumer Discretionary,Retailing,
HON,HON,HON US Equity,HONEYWELL INTL,"112,334,430,208","34,522,000,896",13.62,Industrials,Capital Goods,
HPE,HPE,HPE US Equity,HEWLETT PACKA,"13,027,437,568","27,390,000,128",-13.88,Information Technology,Technology Hardware & Equipment,
-,HPQ,HPQ US Equity,HP INC,"26,883,188,736","57,096,999,936",6.62,Information Technology,Technology Hardware & Equipment,
-,HQY,HQY US Equity,HEALTHEQUITY INC,"4,409,536,000","634,952,008",7.93,Health Care,Health Care Equipment & Services,
-,HRB,HRB US Equity,H&R BLOCK INC,"2,919,797,504","2,639,719,920",36.90,Consumer Discretionary,Consumer Services,
-,UIS,UIS US Equity,UNISYS CORP,"770,070,656","2,453,300,032",-1.94,Information Technology,Software & Services,
-,HRC,HRC US Equity,HILL-ROM HOLDING,"6,473,435,648","2,958,500,032",17.63,Health Care,Health Care Equipment & Services,
-,HRI,HRI US Equity,HERC HOLDINGS IN,"1,207,866,368","1,852,399,968",7.20,Industrials,Capital Goods,
