from_name,from_entity_type,to_name,to_entity_type,from_id,to_id
Retail Advisory Services,RBICS_IG,Brokerage Services,RBICS_IG,302010251030,3020102510
Other Employment Services,RBICS_IG,Administrative Employment Services,RBICS_IG,101015101025,1010151010
Oil and Gas and Mining Additive Manufacturing,RBICS_IG,Manufacturing Additives Manufacturing,RBICS_IG,451020101520,4510201015
China Hydroelectric Wholesale Power,RBICS_IG,China Wholesale Power,RBICS_IG,651010451545,6510104515
Integrated Steel Mills Manufacturing Flats,RBICS_IG,Integrated Steel Mills and Products Manufacturing,RBICS_IG,451510202010,4515102020
Bottled Water Manufacturing,RBICS_IG,Non-Alcoholic Beverage Production,RBICS_IG,501515102010,5015151020
Communication and Collaboration Content Sites,RBICS_IG,Consumer Content Providers,RBICS_IG,552010351015,5520103510
Tax Preparation Services,RBICS_IG,"Accounting, Tax Preparers and Bookkeeping Services",RBICS_IG,101015201025,1010152010
Minimills Manufacturing Longs,RBICS_IG,Minimills Steel Mills and Products Manufacturing,RBICS_IG,451510203015,4515102030
Europe Biomass Wholesale Power,RBICS_IG,Europe Wholesale Power,RBICS_IG,651010501030,6510105010
Movie Theaters,RBICS_IG,Amusement and Recreation Centers,RBICS_IG,151010151030,1510101510
Freight Less-Than-Truckload Road Transportation,RBICS_IG,Road Transportation,RBICS_IG,401510201510,4015102015
Southeast Asia Gold Ore Mining,RBICS_IG,Asia/Pacific Gold Mining,RBICS_IG,451525201530,4515252015
Equities Trading Services,RBICS_IG,Proprietary Trading,RBICS_IG,302010252015,3020102520
Plastic Bottle Makers,RBICS_IG,Plastic Bottle Manufacturing,RBICS_IG,452015252510,4520152525
"Automotive Parts, Accessories and Tires Retail",RBICS_IG,"Automotive Parts, Accessories and Tires Sales",RBICS_IG,201510201515,2015102015
Microprocessor (MPU) Semiconductors,RBICS_IG,Microprocessor Semiconductors,RBICS_IG,551020302510,5510203025
Paper Mills,RBICS_IG,Pulp and Paper Mills,RBICS_IG,452010202015,4520102020
Diversified Seafood Production,RBICS_IG,Seafood Production,RBICS_IG,501510101510,5015101015
Imaging Laboratories,RBICS_IG,Other Ambulatory and Outpatient Diagnostic Care,RBICS_IG,351515151510,3515151515
Other Automotive Equipment Rental,RBICS_IG,Automotive Equipment Rental,RBICS_IG,201510201010,2015102010
Building Components Automation Providers,RBICS_IG,Industry-Specific Factory Automation Equipment,RBICS_IG,401020151515,4010201515
Book Stores,RBICS_IG,"Integrated Books, Movies and Music Retail",RBICS_IG,202515151010,2025151510
Other Heating and Cooling Equipment Manufacturing,RBICS_IG,Environmental Control Machinery/Equipment Products,RBICS_IG,401020101035,4010201010
Welding and Joining Tool Manufacturing,RBICS_IG,Metalwork and Metal Production Machinery Products,RBICS_IG,401020152025,4010201520
Asia/Pacific CNG and LNG Distributors,RBICS_IG,CNG and LNG Distributors,RBICS_IG,251510101025,2515101010
Traditional Vehicle Batteries Manufacturing,RBICS_IG,Other Industrial Electrical Products,RBICS_IG,401015101555,4010151015
Alumina Refineries,RBICS_IG,Alumina and Aluminum Products Manufacturing,RBICS_IG,451510201010,4515102010
United States Midwest Electric Utilities,RBICS_IG,United States Regional Electric Utilities,RBICS_IG,651010102010,6510101020
US Mixed Wholesale Power,RBICS_IG,US Other and Mixed Wholesale Power,RBICS_IG,651010351015,6510103510
Photo Printing Services,RBICS_IG,Other Personal Services,RBICS_IG,502510151525,5025101515
Plastic Bag Makers,RBICS_IG,Plastic Bag Manufacturing,RBICS_IG,452015252010,4520152520
Diversified Flavors and Fragrances Manufacturing,RBICS_IG,Chemical Flavor and Fragrance Additives Products,RBICS_IG,451020101010,4510201010
General Gaming Products and Services,RBICS_IG,Gaming Industries,RBICS_IG,151010151525,1510101515
Home Testing Clinical Diagnostics Devices,RBICS_IG,Chemistry Clinical Diagnostic Devices,RBICS_IG,352010101015,3520101010
Asia/Pacific Natural Gas Utilities,RBICS_IG,International Natural Gas Utilities,RBICS_IG,651010151015,6510101510
Pizza Restaurants,RBICS_IG,Limited-Service and Fast Food Restaurants,RBICS_IG,151010251540,1510102515
Diversified Industrial Gas Manufacturing,RBICS_IG,Industrial Gas Manufacturing,RBICS_IG,451010151510,4510101515
China Decentralized Wholesale Power,RBICS_IG,China Wholesale Power,RBICS_IG,651010451535,6510104515
Securities Exchanges,RBICS_IG,Securities Exchanges and ECNs,RBICS_IG,302010252515,3020102525
Luxury Hotels and Resorts,RBICS_IG,"Hotels, Motels and Resorts",RBICS_IG,151010102520,1510101025
Canada National Fossil Fuel Exploration/Production,RBICS_IG,Other Americas Fossil Fuel Exploration/Production,RBICS_IG,251015101010,2510151010
Cabinets and Countertops Manufacturing,RBICS_IG,Household Furnishings Production,RBICS_IG,201020101010,2010201010
Classic Wear and Golf Wear Production,RBICS_IG,Apparel Production,RBICS_IG,201010151530,2010101515
Other Electric Motors and Motion Control Products,RBICS_IG,Motors and Motion Control Product Manufacturing,RBICS_IG,401015101025,4010151010
Plastic Materials Distributors,RBICS_IG,Chemical and Allied Products Distributors,RBICS_IG,401520151020,4015201510
Bacterial Vaccines,RBICS_IG,Bacterial Infectious Disease Biopharmaceuticals,RBICS_IG,351010101010,3510101010
Multi-Type Diagnostic Patient Care,RBICS_IG,Other Ambulatory and Outpatient Diagnostic Care,RBICS_IG,351515151515,3515151515
Loan Servicing,RBICS_IG,Diversified Loan Services,RBICS_IG,303010101020,3030101010
China Fossil Fuel Wholesale Power,RBICS_IG,China Wholesale Power,RBICS_IG,651010451520,6510104515
Diversified Semiconductor Capital Equipment Makers,RBICS_IG,Diversified Semiconductor Capital Equipment,RBICS_IG,551030102510,5510301025
Premium Wear Production,RBICS_IG,Apparel Production,RBICS_IG,201010151545,2010101515
Non-Alcoholic Beverage Bottling and Distribution,RBICS_IG,Non-Alcoholic Beverage Production,RBICS_IG,501515102015,5015151020
Onshore and Offshore Oil and Gas Well Drilling,RBICS_IG,Oil and Gas Well Drilling,RBICS_IG,251020151515,2510201515
Diverse Oil and Gas Field Equipment Manufacturing,RBICS_IG,Oil and Gas Field Equipment Manufacturing,RBICS_IG,251020151010,2510201510
Other Americas Railroad Transportation,RBICS_IG,Rail Transportation,RBICS_IG,401510201020,4015102010
"Legal, Tax and Accounting Industry Software",RBICS_IG,"Accounting, Tax Preparers and Bookkeeping Services",RBICS_IG,101015201015,1010152010
Farm/Garden Machinery and Equipment Distributors,RBICS_IG,Industrial Machinery and Supplies Distributors,RBICS_IG,401520101525,4015201015
Asia/Pacific Petroleum Storage and Transport,RBICS_IG,Petroleum Storage and Transportation,RBICS_IG,251510102525,2515101025
Financial Guaranty Commercial Insurance,RBICS_IG,Commercial Insurance,RBICS_IG,301510201030,3015102010
Multiple Metalwork/Metal Product Machinery Makers,RBICS_IG,Metalwork and Metal Production Machinery Products,RBICS_IG,401020152020,4010201520
Mortgage Guaranty Insurance,RBICS_IG,Personal Insurance,RBICS_IG,301510201520,3015102015
Zinc Metal Products Manufacturing,RBICS_IG,Non-Ferrous Metal Products Manufacturing,RBICS_IG,451510203530,4515102035
Construction Commercial Insurance,RBICS_IG,Commercial Insurance,RBICS_IG,301510201020,3015102010
General Liability Commercial Insurance,RBICS_IG,Commercial Insurance,RBICS_IG,301510201035,3015102010
Locks and Deadbolts Manufacturing,RBICS_IG,Architectural Component Manufacturing,RBICS_IG,451535101040,4515351010
Miscellaneous Management Consulting Services,RBICS_IG,Other Consulting and Business Process Outsourcing,RBICS_IG,101015152030,1010151520
General Apparel Accessories Retail,RBICS_IG,General Accessories Retail,RBICS_IG,202510101010,2025101010
Other Alcoholic Beverage Production,RBICS_IG,Alcoholic Beverage Production,RBICS_IG,501515101025,5015151010
Private Label and Apparel Manufacturing Services,RBICS_IG,Apparel Production,RBICS_IG,201010151550,2010101515
Latin America Electric Power Utilities,RBICS_IG,International Electric Utilities,RBICS_IG,651010101025,6510101010
Cakes and Pastry Makers,RBICS_IG,Sweets and Snacks Production,RBICS_IG,501515153510,5015151535
Poultry and Egg Production,RBICS_IG,Food Animal Production,RBICS_IG,501510101035,5015101010
Other Asia/Pacific Geothermal Wholesale Power,RBICS_IG,Other Asia/Pacific Wholesale Power,RBICS_IG,651010452040,6510104520
Europe Gold Ore Mining,RBICS_IG,Other Gold Mining,RBICS_IG,451525202010,4515252020
Pest Control Services,RBICS_IG,Other Support Services,RBICS_IG,101020101515,1010201015
Mixed and Other Fertilizers Makers,RBICS_IG,Fertilizers Manufacturing,RBICS_IG,451020201010,4510202010
Other Asia/Pacific Wind Wholesale Power,RBICS_IG,Other Asia/Pacific Wholesale Power,RBICS_IG,651010452055,6510104520
Vehicle Wheel Manufacturing,RBICS_IG,Consumer Vehicle Wheels and Tires Manufacturing,RBICS_IG,202010102020,2020101020
Poultry Products Processors,RBICS_IG,Meat and Seafood Production,RBICS_IG,501515152525,5015151525
US Mixed Traditional Fuel Wholesale Power,RBICS_IG,US Traditional Fuel Wholesale Power,RBICS_IG,651010351515,6510103515
US Fossil Fuel Wholesale Power,RBICS_IG,US Traditional Fuel Wholesale Power,RBICS_IG,651010351510,6510103515
US West South Central Electric Utilities,RBICS_IG,United States Regional Electric Utilities,RBICS_IG,651010102030,6510101020
Physician Practice Management (PPM),RBICS_IG,Healthcare Business Management Services,RBICS_IG,351510151020,3515101510
Graphic Design and Promotional Collateral Products,RBICS_IG,Commercial Printing Services,RBICS_IG,101010151025,1010101510
Athletic Footwear Production,RBICS_IG,Footwear Production,RBICS_IG,201010152010,2010101520
Information Storage Systems,RBICS_IG,Information and Disk Storage Systems,RBICS_IG,551520202015,5515202020
Western United States Savings Institutions,RBICS_IG,United States South and West Savings Institutions,RBICS_IG,301020151520,3010201515
Other Surgical Devices,RBICS_IG,Surgical Devices,RBICS_IG,352015102015,3520151020
Multi-Type United States Wireless Services,RBICS_IG,United States Wireless Services,RBICS_IG,601015103010,6010151030
Auto Reinsurance,RBICS_IG,Property and Casualty Reinsurance,RBICS_IG,301510252010,3015102520
Property Reinsurance,RBICS_IG,Property and Casualty Reinsurance,RBICS_IG,301510252025,3015102520
Other Human Resources Consulting and PEO Services,RBICS_IG,Administrative Employment Services,RBICS_IG,101015101030,1010151010
Anesthesiology Devices,RBICS_IG,Other Specialized Medical Devices,RBICS_IG,352020151010,3520201510
Bauxite Ore Mining,RBICS_IG,Non-Ferrous Metal Ore Mining,RBICS_IG,451525101010,4515251010
Hog and Pig Farming,RBICS_IG,Food Animal Production,RBICS_IG,501510101030,5015101010
Multi-Type Home Furnishings Makers,RBICS_IG,Household Furnishings Production,RBICS_IG,201020101025,2010201010
Media Usage and Survey-Based Market Researchers,RBICS_IG,Market Research Services,RBICS_IG,101015151515,1010151515
United States Western Commercial Banks,RBICS_IG,United States Midwest and West Commercial Banks,RBICS_IG,301020102025,3010201020
Other Asia/Pacific Decentralized Wholesale Power,RBICS_IG,Other Asia/Pacific Wholesale Power,RBICS_IG,651010452035,6510104520
Home and Office Virtual Reality Software,RBICS_IG,Home and Office Multimedia Software,RBICS_IG,552015252015,5520152520
Europe Natural Gas Pipeline and Storage,RBICS_IG,International Natural Gas Pipeline and Storage,RBICS_IG,251515101020,2515151010
Kids and Maternity Apparel Stores,RBICS_IG,Other Apparel Retail,RBICS_IG,202510201515,2025102015
Chicken Restaurants,RBICS_IG,Limited-Service and Fast Food Restaurants,RBICS_IG,151010251525,1510102515
Multi-Type Petroleum Transportation,RBICS_IG,Petroleum Water Transportation,RBICS_IG,251020101025,2510201010
"Air, Liquid and Gas Control Equipment Products",RBICS_IG,"Other Air, Liquid and Gas Control Equipment Makers",RBICS_IG,401020101510,4010201015
Professional Liability Commercial Insurance,RBICS_IG,Commercial Insurance,RBICS_IG,301510201050,3015102010
Ocean Fishing,RBICS_IG,Seafood Production,RBICS_IG,501510101520,5015101015
Other Optoelectronics Discrete Semiconductors,RBICS_IG,Optoelectronics Discrete Semiconductors,RBICS_IG,551020151015,5510201510
Chicken Meat Production,RBICS_IG,Food Animal Production,RBICS_IG,501510101020,5015101010
United States West South Central Commercial Banks,RBICS_IG,United States Midwest and West Commercial Banks,RBICS_IG,301020102020,3010201020
Carrier Edge Network Management Equipment,RBICS_IG,General Carrier Edge and Access Equipment,RBICS_IG,551515352010,5515153520
Latin America Mixed Wholesale Power,RBICS_IG,Latin America Wholesale Power,RBICS_IG,651010402015,6510104020
Latin America Natural Gas Pipeline and Storage,RBICS_IG,International Natural Gas Pipeline and Storage,RBICS_IG,251515101030,2515151010
Autonomous Commercial/Transit Vehicle Production,RBICS_IG,Commercial and Public Service Vehicles Production,RBICS_IG,401025101515,4010251015
Multinational Electric Power Utilities,RBICS_IG,International Electric Utilities,RBICS_IG,651010101030,6510101010
United States Mixed Alternative Wholesale Power,RBICS_IG,US Other and Mixed Wholesale Power,RBICS_IG,651010351010,6510103510
United States Northeast Natural Gas Utilities,RBICS_IG,United States Natural Gas Utilities,RBICS_IG,651010151520,6510101515
United States Northeast Electric Utilities,RBICS_IG,United States Regional Electric Utilities,RBICS_IG,651010102015,6510101020
Carbon Black Manufacturing,RBICS_IG,Inorganic Chemical Manufacturing,RBICS_IG,451010152010,4510101520
Central and Eastern Europe Wireline Services,RBICS_IG,"Europe, Middle East and Africa Wireline Services",RBICS_IG,601015152010,6010151520
IC-Level Electronic Design Software,RBICS_IG,Electronic Design Automation Software,RBICS_IG,552015101510,5520151015
Other Americas Electric Power Utilities,RBICS_IG,International Electric Utilities,RBICS_IG,651010101035,6510101010
Linen and Uniform Supply Services,RBICS_IG,Other Support Services,RBICS_IG,101020101510,1010201015
China Mixed Wholesale Power,RBICS_IG,China Wholesale Power,RBICS_IG,651010451515,6510104515
Electrical Equipment and Wiring Distributors,RBICS_IG,Industrial Machinery and Supplies Distributors,RBICS_IG,401520101520,4015201015
Marketing Communications and Advertising Services,RBICS_IG,Other Marketing and Advertising Services,RBICS_IG,101010101525,1010101015
Benefits Administration Services,RBICS_IG,Administrative Employment Services,RBICS_IG,101015101010,1010151010
China Wind Wholesale Power,RBICS_IG,China Wholesale Power,RBICS_IG,651010451555,6510104515
Records Management Services,RBICS_IG,Other Business Administrative Services,RBICS_IG,101015103020,1010151030
Neonatology Devices,RBICS_IG,System-Specific Specialized Medical Devices,RBICS_IG,352020151515,3520201515
Disk Storage Systems,RBICS_IG,Information and Disk Storage Systems,RBICS_IG,551520202010,5515202020
Advertising,RBICS_IG,Print Advertising,RBICS_IG,151510201510,1515102015
United States Midwest Natural Gas Utilities,RBICS_IG,United States Natural Gas Utilities,RBICS_IG,651010151510,6510101515
Other Environmental Control Machine Manufacturing,RBICS_IG,Environmental Control Machinery/Equipment Products,RBICS_IG,401020101030,4010201010
Other Oilseed and Grain Farming,RBICS_IG,Oilseed and Grain Farming,RBICS_IG,501510153520,5015101535
Retail Advisory and Brokerage Services,RBICS_IG,Brokerage Services,RBICS_IG,302010251025,3020102510
Multi-Type Alumina and Aluminum Product Makers,RBICS_IG,Alumina and Aluminum Products Manufacturing,RBICS_IG,451510201025,4515102010
General Leisure Goods Manufacturing,RBICS_IG,General Leisure Goods,RBICS_IG,201015101510,2010151015
Ocean-Going Cruise Lines,RBICS_IG,Cruise Lines,RBICS_IG,151010101010,1510101010
Russia and CIS Gold Ore Mining,RBICS_IG,Other Gold Mining,RBICS_IG,451525202025,4515252020
Film Passive Capacitor Electronic Components,RBICS_IG,Passive Capacitor Electronic Components,RBICS_IG,551010253010,5510102530
Mixed Delivery Radio and Television Broadcasting,RBICS_IG,Radio and Television Broadcasting,RBICS_IG,151510101010,1515101010
Asia/Pacific Natural Gas Pipeline and Storage,RBICS_IG,International Natural Gas Pipeline and Storage,RBICS_IG,251515101015,2515151010
Integrated Specialty Steel Mills Manufacturing,RBICS_IG,Integrated Steel Mills and Products Manufacturing,RBICS_IG,451510202025,4515102020
Natural Gas Compression Equipment,RBICS_IG,Oil and Gas Field Equipment Manufacturing,RBICS_IG,251020151025,2510201510
Canada Natural Gas Pipeline and Storage,RBICS_IG,US and Canada Natural Gas Pipeline and Storage,RBICS_IG,251515101520,2515151015
